Order_Priority,Customer_ID,Ship_Mode,Order_Date,Order_ID
Low,783,Delivery Truck,1/6/2010,90961
Medium,784,Express Air,3/3/2013,90963
Medium,786,Regular Air,4/6/2010,91513
Medium,786,Delivery Truck,4/29/2011,91514
High,786,Delivery Truck,3/3/2013,91517
High,786,Regular Air,92691,16.03
Medium,786,Express Air,4/6/2013,91518
High,786,Delivery Truck,7/26/2013,91520
Medium,787,Regular Air,12/17/2011,91515
High,787,Regular Air,10/28/2012,91516
Low,787,Delivery Truck,5/3/2013,91519
High,788,Express Air,3/3/2013,91517
Low,790,Delivery Truck,2/25/2012,88755
Low,791,Express Air,2/25/2012,88755
Not Specified,792,Regular Air,6/21/2010,88753
Not Specified,792,Regular Air,12/22/2011,88754
Not Specified,792,Delivery Truck,6/21/2013,88756
Not Specified,792,Regular Air,12/22/2013,88757
Critical,794,Regular Air,5/21/2013,91434
Not Specified,796,Regular Air,3/11/2010,86867
Not Specified,796,Regular Air,6/19/2010,86869
Medium,796,Regular Air,6/29/2012,86871
Not Specified,797,Regular Air,6/1/2010,86868
Not Specified,797,Regular Air,6/1/2010,86868
Low,797,Regular Air,9/6/2010,86870
High,797,Regular Air,10/31/2012,86872
High,797,Regular Air,10/31/2012,86872
Critical,797,Regular Air,4/5/2013,86873
Not Specified,799,Delivery Truck,1/6/2010,89909
Not Specified,799,Express Air,1/6/2010,89909
Not Specified,799,Regular Air,1/6/2010,89909
Medium,799,Express Air,5/14/2011,89911
Not Specified,799,Regular Air,8/18/2011,89912
Low,800,Regular Air,9/28/2010,89910
Low,800,Regular Air,9/28/2010,89910
Medium,801,Express Air,4/23/2012,89913
High,801,Regular Air,2/17/2013,89914
High,801,Express Air,2/17/2013,89914
Medium,803,Regular Air,10/29/2010,90048
Not Specified,803,Regular Air,2/28/2012,90050
Not Specified,803,Regular Air,2/28/2012,90050
Not Specified,804,Regular Air,7/13/2012,90051
High,804,Regular Air,37211,47.2
High,804,Delivery Truck,1/10/2013,90053
Not Specified,805,Regular Air,5/4/2011,90049
Low,805,Regular Air,9/11/2012,90052
High,805,Delivery Truck,6/5/2013,90054
Critical,806,Express Air,7/9/2010,40547
High,806,Regular Air,3/16/2012,18789
High,807,Regular Air,3/16/2012,91039
Critical,808,Express Air,7/9/2013,91040
Medium,810,Regular Air,1/28/2011,85907
Not Specified,811,Regular Air,9/9/2012,85910
Medium,812,Regular Air,5/12/2013,85913
Critical,813,Delivery Truck,12/29/2012,85912
High,814,Regular Air,8/17/2011,85908
Low,815,Regular Air,10/16/2011,85909
Critical,816,Express Air,9/19/2012,85911
High,817,Regular Air,5701,92.26
Not Specified,819,Express Air,12/27/2012,90245
Not Specified,819,Regular Air,12/27/2012,90245
Critical,819,Regular Air,2/16/2013,90246
Low,820,Regular Air,5/21/2010,90244
Critical,820,Regular Air,2/16/2013,90246
Low,820,Express Air,5/21/2013,90247
Medium,822,Regular Air,11/26/2013,89273
Low,823,Regular Air,7/12/2010,89257
Low,823,Regular Air,12/21/2011,89261
Critical,823,Regular Air,37167,93.55
Low,823,Regular Air,7/12/2013,89269
Not Specified,823,Regular Air,8/16/2013,89270
Critical,823,Express Air,8/29/2013,89271
Low,824,Delivery Truck,7/12/2010,89257
Low,824,Express Air,7/18/2011,89260
Low,824,Regular Air,7/18/2011,89260
Medium,824,Regular Air,9/5/2013,89272
Medium,824,Regular Air,9/5/2013,89272
Medium,824,Express Air,9/5/2013,89272
Critical,825,Regular Air,11/21/2010,89258
High,825,Express Air,1/27/2012,89262
High,825,Regular Air,1/27/2012,89262
High,825,Regular Air,1/27/2012,89262
High,825,Regular Air,1/27/2012,89262
Critical,825,Express Air,4/9/2012,89263
Critical,825,Delivery Truck,5/8/2013,89267
High,826,Delivery Truck,1/20/2013,89265
Not Specified,826,Regular Air,4/1/2013,89266
Critical,826,Regular Air,5/8/2013,89267
High,826,Express Air,5/14/2013,89268
Medium,827,Regular Air,11/25/2010,89259
Not Specified,829,Regular Air,8/22/2010,90271
Not Specified,829,Regular Air,9/6/2011,90273
Not Specified,829,Regular Air,9/6/2013,90280
High,830,Regular Air,1/24/2010,90270
High,830,Regular Air,6/9/2012,90275
High,830,Regular Air,6/9/2012,90275
High,830,Regular Air,6/14/2012,90276
Low,830,Express Air,1/24/2013,90277
Not Specified,830,Regular Air,6/29/2013,90278
High,831,Delivery Truck,4/1/2011,90272
Not Specified,831,Regular Air,4/21/2012,90274
Not Specified,831,Regular Air,8/22/2013,90279
High,833,Express Air,1/9/2010,89770
High,833,Regular Air,3/6/2013,89772
High,833,Regular Air,3/6/2013,89772
Not Specified,834,Regular Air,7/26/2013,89774
High,835,Express Air,1/13/2012,89771
High,836,Regular Air,4/24/2013,89773
Critical,838,Regular Air,8/8/2011,89893
Not Specified,838,Regular Air,8/3/2012,89894
Not Specified,838,Express Air,8/3/2012,89894
Medium,838,Regular Air,12/9/2012,89895
Not Specified,838,Regular Air,10/2/2013,89896
Not Specified,838,Regular Air,10/2/2013,89896
Critical,840,Delivery Truck,4/12/2011,89365
Critical,840,Regular Air,4/12/2011,89365
Critical,840,Regular Air,4/12/2011,89365
Critical,840,Delivery Truck,5/12/2012,89366
Critical,840,Regular Air,10/15/2013,89370
Low,841,Regular Air,8/23/2012,89367
Low,842,Regular Air,10/22/2013,89371
Low,843,Regular Air,6/19/2013,89369
Low,844,Regular Air,8/23/2012,89367
Low,845,Delivery Truck,10/22/2013,89371
Low,846,Regular Air,8/23/2012,89367
Low,847,Delivery Truck,6/19/2013,89369
Not Specified,848,Delivery Truck,12/14/2012,89368
Not Specified,850,Regular Air,9/7/2010,88569
Critical,850,Regular Air,7/16/2012,88573
Low,851,Regular Air,2/25/2010,88568
Not Specified,851,Regular Air,9/7/2010,88569
Not Specified,851,Regular Air,9/7/2010,88569
Critical,851,Regular Air,10/31/2010,88571
Medium,851,Regular Air,8/13/2013,88575
Not Specified,852,Regular Air,10/4/2013,88578
Not Specified,852,Regular Air,10/4/2013,88578
High,853,Regular Air,9/16/2010,88570
Medium,853,Delivery Truck,5/22/2012,88572
Not Specified,853,Regular Air,3/15/2013,88574
High,853,Regular Air,9/16/2013,88577
Critical,854,Regular Air,10/31/2010,88571
Critical,855,Regular Air,10/31/2010,88571
Not Specified,856,Regular Air,10/4/2013,88578
High,857,Regular Air,8/27/2013,88576
Not Specified,857,Regular Air,10/4/2013,88578
Critical,858,Express Air,10/31/2010,88571
High,859,Regular Air,8/27/2013,88576
High,860,Regular Air,8/27/2013,88576
High,862,Delivery Truck,9/14/2011,90453
High,862,Delivery Truck,9/14/2011,90453
High,862,Regular Air,7/6/2012,90454
Not Specified,862,Regular Air,10/28/2012,90456
High,862,Regular Air,75503,63.78
High,862,Regular Air,9/28/2013,90459
Not Specified,863,Regular Air,9/7/2012,90455
Not Specified,863,Regular Air,10/28/2012,90456
Not Specified,863,Regular Air,10/28/2012,90456
Critical,863,Regular Air,12/17/2012,90457
Critical,863,Delivery Truck,12/17/2012,90457
Critical,863,Express Air,12/17/2012,90457
Critical,865,Regular Air,5/27/2010,90674
Low,865,Express Air,8/26/2010,90675
Medium,866,Regular Air,3/2/2011,90676
Medium,866,Regular Air,3/2/2011,90676
Medium,866,Regular Air,46514,27.47
High,866,Regular Air,9/26/2012,90677
Not Specified,868,Express Air,2/25/2010,91194
Not Specified,868,Regular Air,2/25/2010,91194
Critical,868,Regular Air,9/6/2010,91195
Critical,868,Delivery Truck,9/6/2010,91195
Critical,868,Express Air,6/28/2011,91196
Critical,868,Regular Air,4/12/2013,91197
Critical,868,Regular Air,4/12/2013,91197
Critical,868,Delivery Truck,9/6/2013,91198
Critical,868,Regular Air,9/13/2013,91199
Not Specified,870,Regular Air,10/29/2011,90581
Not Specified,871,Regular Air,3/15/2010,90577
Not Specified,871,Regular Air,5/20/2010,90578
Not Specified,871,Regular Air,5/20/2010,90578
Low,871,Regular Air,4/28/2011,90579
Not Specified,871,Regular Air,5/21/2011,90580
Not Specified,871,Delivery Truck,10/29/2011,90581
Not Specified,871,Regular Air,5/21/2013,90582
High,873,Regular Air,4/14/2013,89063
High,873,Regular Air,4/14/2013,89063
High,873,Express Air,4/14/2013,89063
Low,874,Delivery Truck,3/30/2011,89060
Critical,874,Regular Air,1/30/2013,89062
Low,874,Regular Air,7/26/2013,89064
High,875,Regular Air,8/21/2010,89059
High,875,Regular Air,8/21/2010,89059
Not Specified,875,Regular Air,10/2/2011,89061
Not Specified,877,Regular Air,3/14/2013,91383
Medium,877,Regular Air,3/16/2013,91384
High,877,Delivery Truck,9/28/2013,91385
High,878,Regular Air,9/28/2013,91385
Critical,880,Regular Air,3/25/2010,86153
Critical,880,Regular Air,3/25/2010,86153
Medium,880,Regular Air,5/25/2012,86156
Medium,880,Regular Air,5/25/2012,86156
Critical,880,Regular Air,3/26/2013,86158
High,881,Express Air,5/24/2011,86154
Critical,881,Express Air,5/7/2012,86155
Critical,881,Regular Air,1/2/2013,86157
Low,883,Express Air,9/15/2011,89543
High,883,Regular Air,7/5/2012,89545
Medium,883,Regular Air,9/20/2013,89558
Critical,883,Regular Air,10/27/2013,89560
High,883,Regular Air,11/14/2013,89563
Medium,884,Express Air,5/16/2013,89554
Critical,885,Delivery Truck,11/24/2010,89537
Not Specified,885,Regular Air,5/20/2013,89555
Not Specified,885,Regular Air,5/20/2013,89555
Critical,885,Delivery Truck,10/31/2013,89561
Critical,885,Regular Air,10/31/2013,89561
Low,886,Regular Air,76017,76.32
Low,886,Express Air,8/17/2011,89542
Low,886,Delivery Truck,12/12/2011,89544
Low,886,Regular Air,12/12/2011,89544
Low,886,Regular Air,12/12/2011,89544
Not Specified,886,Regular Air,2/5/2013,89551
Medium,887,Express Air,9/15/2012,89546
Medium,887,Regular Air,9/15/2012,89546
Medium,887,Regular Air,9/15/2012,89546
Medium,887,Regular Air,3/29/2013,89553
High,887,Regular Air,8/14/2013,89557
Not Specified,887,Regular Air,11/9/2013,89562
High,888,Express Air,8/14/2011,89541
Low,888,Regular Air,7/7/2013,89556
Low,888,Regular Air,7/7/2013,89556
Not Specified,888,Delivery Truck,9/24/2013,89559
Not Specified,889,Express Air,2/21/2011,89538
High,889,Regular Air,3/5/2011,89539
Medium,889,Regular Air,3/10/2011,89540
Not Specified,889,Regular Air,11/1/2012,89547
Medium,889,Regular Air,77705,48.89
Medium,889,Regular Air,1/26/2013,89550
Low,889,Regular Air,3/17/2013,89552
Critical,890,Regular Air,1/5/2010,89536
Critical,890,Regular Air,1/5/2010,89536
Not Specified,890,Regular Air,11/1/2012,89547
Not Specified,890,Regular Air,Bedford,10
Critical,890,Delivery Truck,1/5/2013,89549
Critical,890,Regular Air,1/5/2013,89549
Critical,890,Regular Air,1/5/2013,89549
High,892,Regular Air,5/19/2013,89474
High,893,Regular Air,5/19/2012,89473
High,893,Delivery Truck,5/19/2013,89474
Low,893,Regular Air,10/28/2013,89475
Critical,894,Regular Air,1/10/2010,14596
Critical,894,Regular Air,1/10/2010,14596
Low,894,Regular Air,2/2/2010,38529
Medium,894,Express Air,8/18/2011,50246
Critical,894,Regular Air,1/9/2012,14693
Critical,894,Delivery Truck,1/9/2012,14693
High,894,Delivery Truck,5/1/2012,56834
High,894,Regular Air,5/1/2012,56834
Low,894,Regular Air,7/28/2013,55813
Critical,894,Regular Air,11/1/2013,32325
Critical,894,Regular Air,12/20/2013,10624
Medium,894,Regular Air,12/25/2013,19394
Medium,894,Regular Air,12/25/2013,19394
High,895,Delivery Truck,5/1/2012,90169
High,895,Regular Air,5/1/2012,90169
Low,895,Regular Air,2/2/2013,90170
Low,895,Regular Air,7/28/2013,90171
Medium,895,Express Air,8/18/2013,90172
Critical,895,Regular Air,11/1/2013,90173
Critical,896,Regular Air,1/10/2010,90166
Critical,896,Regular Air,1/10/2010,90166
Critical,896,Regular Air,12/20/2010,90167
Critical,896,Regular Air,1/9/2012,90168
Critical,896,Delivery Truck,1/9/2012,90168
Medium,896,Regular Air,12/25/2013,90174
Medium,896,Regular Air,12/25/2013,90174
Medium,897,Regular Air,4/2/2013,86266
High,898,Delivery Truck,7/12/2010,33635
High,898,Regular Air,7/12/2010,33635
Not Specified,898,Regular Air,7/27/2010,9606
Not Specified,898,Express Air,7/27/2010,9606
Low,898,Regular Air,12/26/2012,454
Medium,898,Regular Air,4/2/2013,35045
High,899,Delivery Truck,7/12/2010,86263
High,899,Regular Air,7/12/2010,86263
Not Specified,899,Regular Air,7/27/2010,86264
Not Specified,899,Express Air,7/27/2010,86264
Low,899,Regular Air,12/26/2012,86265
Low,901,Delivery Truck,5/17/2011,90807
High,901,Express Air,7/9/2011,90808
Not Specified,901,Regular Air,12/18/2011,90809
High,901,Regular Air,9/19/2012,90810
Not Specified,902,Regular Air,9/12/2013,90813
Not Specified,903,Regular Air,9/12/2010,90806
Critical,904,Delivery Truck,1/10/2013,90811
Low,905,Regular Air,3/9/2013,90812
Critical,907,Regular Air,2/26/2010,86459
Medium,907,Regular Air,12/17/2010,86460
Critical,907,Regular Air,6/16/2012,86461
Not Specified,907,Express Air,3/28/2013,86462
Not Specified,907,Regular Air,3/28/2013,86462
Medium,908,Regular Air,42240,95.6
Medium,908,Express Air,7/29/2013,86463
Not Specified,908,Regular Air,12/8/2013,86464
Not Specified,908,Regular Air,12/8/2013,86464
Critical,910,Regular Air,5/14/2010,90187
Critical,910,Delivery Truck,3/13/2011,90188
Not Specified,911,Regular Air,26003,16.6
Not Specified,911,Delivery Truck,1/31/2010,90185
High,911,Regular Air,4/4/2010,90186
Critical,911,Regular Air,3/13/2011,90188
Low,913,Regular Air,6/25/2012,86361
Low,913,Regular Air,6/25/2012,86361
Low,913,Regular Air,6/25/2012,86361
Low,913,Regular Air,6/25/2012,86361
High,913,Regular Air,11/30/2013,86366
High,913,Delivery Truck,11/30/2013,86366
Medium,913,Regular Air,12/2/2013,86367
Medium,914,Regular Air,11/24/2011,86358
Medium,914,Regular Air,11/24/2011,86358
Low,914,Express Air,2/7/2012,86359
Critical,914,Regular Air,Brownsville,13
High,914,Regular Air,3/12/2013,86363
Low,914,Express Air,7/7/2013,86365
Medium,914,Regular Air,12/2/2013,86367
High,915,Delivery Truck,1/4/2010,86356
Critical,915,Regular Air,4/17/2012,86360
High,915,Regular Air,12/4/2012,86362
Low,915,Regular Air,7/4/2013,86364
Low,916,Regular Air,7/4/2010,86357
Low,916,Regular Air,7/4/2013,86364
Low,916,Regular Air,7/4/2013,86364
High,918,Regular Air,4/12/2010,90492
Critical,918,Delivery Truck,11/20/2010,90493
Medium,918,Express Air,9/24/2011,90494
High,918,Delivery Truck,2/20/2012,90495
Critical,918,Regular Air,7/2/2012,90496
Critical,918,Regular Air,10/25/2013,90499
High,919,Regular Air,4/12/2010,90492
High,919,Regular Air,2/20/2012,90495
Critical,919,Delivery Truck,7/2/2012,90496
Medium,919,Regular Air,10/30/2012,90497
Low,920,Regular Air,3/27/2010,90491
High,920,Regular Air,4/12/2010,90492
Medium,920,Regular Air,9/24/2011,90494
High,920,Delivery Truck,4/12/2013,90498
Not Specified,922,Express Air,5/20/2010,87135
Low,922,Regular Air,1/13/2011,87136
Medium,922,Regular Air,9/12/2012,87140
Medium,922,Regular Air,9/12/2012,87140
Medium,923,Regular Air,5/28/2011,87137
High,923,Express Air,7/4/2013,87144
Medium,924,Regular Air,5/28/2013,87143
Critical,925,Regular Air,4/6/2010,87134
Medium,925,Regular Air,10/13/2011,87138
Medium,926,Regular Air,10/31/2011,87139
Not Specified,927,Regular Air,12/30/2012,87141
Low,928,Regular Air,1/13/2011,87136
Critical,929,Delivery Truck,4/6/2010,87134
Critical,930,Regular Air,4/6/2013,87142
Medium,931,Regular Air,7/19/2013,87145
Medium,932,Express Air,10/31/2011,87139
Not Specified,933,Regular Air,12/30/2012,87141
Medium,934,Delivery Truck,10/31/2011,87139
Critical,936,Express Air,2/17/2010,90588
Not Specified,936,Regular Air,12/27/2010,90589
Not Specified,936,Regular Air,92374,50.07
Not Specified,937,Regular Air,12/27/2010,90589
Medium,937,Express Air,10/6/2012,90591
Medium,937,Regular Air,11/29/2012,90592
Medium,937,Regular Air,11/29/2012,90592
High,939,Regular Air,9/3/2013,90849
Low,940,Delivery Truck,4/14/2010,90844
Not Specified,941,Regular Air,2/5/2013,90847
Medium,941,Regular Air,8/23/2013,90848
Not Specified,942,Regular Air,1605,34.11
Low,943,Regular Air,11/25/2011,90846
Not Specified,945,Regular Air,9/6/2010,86567
Low,945,Regular Air,11/20/2011,86569
Low,945,Regular Air,11/14/2012,86570
High,945,Regular Air,4/7/2013,86571
Medium,945,Delivery Truck,4/10/2013,86572
Critical,946,Express Air,9/1/2010,86566
Critical,947,Express Air,7/11/2010,86565
High,948,Regular Air,7/20/2011,86568
Critical,949,Regular Air,Los Angeles,3
Low,949,Regular Air,3/22/2010,8257
Critical,949,Regular Air,4/1/2011,46434
High,949,Regular Air,1/4/2012,58054
Low,949,Regular Air,3/4/2013,51559
Low,949,Delivery Truck,3/22/2013,8257
Low,949,Regular Air,3/22/2013,8257
Critical,949,Regular Air,5/1/2013,57092
High,949,Regular Air,8/19/2013,32230
Not Specified,949,Regular Air,90049,814.36
High,949,Express Air,11/3/2013,5890
Critical,950,Regular Air,Prior Lake,1
Low,950,Delivery Truck,3/22/2010,89084
Low,950,Regular Air,3/22/2010,89084
Low,950,Regular Air,3/22/2010,89084
High,950,Express Air,11/3/2013,89091
Critical,951,Regular Air,4/1/2011,89085
Critical,951,Regular Air,5/1/2011,89086
High,951,Regular Air,1/4/2012,89087
Low,951,Regular Air,3/4/2013,89088
High,951,Regular Air,8/19/2013,89089
Not Specified,951,Regular Air,75482,201.65
Low,953,Regular Air,4070,5.46
Low,954,Regular Air,2/12/2010,90771
Low,954,Regular Air,2/12/2010,90771
Low,954,Express Air,2/3/2011,90772
Low,954,Regular Air,2/3/2011,90772
Low,954,Regular Air,2/26/2013,90773
Critical,954,Regular Air,12/27/2013,90774
Medium,956,Regular Air,2/25/2011,88000
Not Specified,956,Regular Air,5/23/2011,88001
Not Specified,956,Regular Air,5/23/2011,88001
Medium,956,Regular Air,9/15/2011,88002
Medium,956,Express Air,9/15/2011,88002
Critical,956,Regular Air,1/20/2012,88003
Critical,957,Regular Air,1/20/2012,88003
Critical,957,Express Air,1/20/2012,88003
Not Specified,959,Delivery Truck,3/22/2010,91581
High,959,Regular Air,3/13/2012,91582
Low,960,Regular Air,2/4/2010,89401
Medium,960,Delivery Truck,1/8/2013,89405
Not Specified,961,Delivery Truck,8/24/2010,89402
Not Specified,961,Delivery Truck,1/18/2011,89403
High,961,Delivery Truck,7/1/2012,89404
High,961,Regular Air,7/1/2012,89404
High,961,Delivery Truck,7/1/2012,89404
Low,962,Regular Air,2/4/2010,17636
Not Specified,962,Delivery Truck,1/18/2011,24610
High,962,Delivery Truck,7/1/2012,58433
High,962,Regular Air,7/1/2012,58433
High,962,Delivery Truck,7/1/2012,58433
Medium,962,Delivery Truck,1/8/2013,7042
Not Specified,962,Delivery Truck,8/24/2013,19429
Low,964,Regular Air,12/30/2011,86177
High,965,Regular Air,5/15/2011,86175
High,966,Regular Air,7/26/2011,86176
Not Specified,967,Regular Air,6/24/2013,86179
High,968,Regular Air,12/25/2012,86178
High,969,Regular Air,5/15/2011,86175
Medium,970,Delivery Truck,10/20/2010,86173
Medium,970,Regular Air,3/9/2011,86174
Medium,970,Regular Air,3/9/2011,86174
Medium,970,Regular Air,3/9/2011,86174
Medium,970,Regular Air,10/20/2013,86180
Low,972,Delivery Truck,8/29/2010,87259
Low,972,Regular Air,8/29/2010,87259
Medium,972,Regular Air,2/11/2013,87265
Low,972,Regular Air,5/21/2013,87267
Low,972,Express Air,5/21/2013,87267
High,972,Regular Air,8/5/2013,87268
High,973,Express Air,3/14/2012,87264
High,973,Regular Air,8/5/2013,87268
Not Specified,973,Regular Air,11/9/2013,87270
Not Specified,973,Express Air,11/9/2013,87270
Critical,974,Express Air,2/21/2012,87263
Low,975,Regular Air,10/4/2010,87260
Critical,976,Regular Air,2/21/2012,87263
High,977,Regular Air,8/5/2013,87268
Low,978,Regular Air,10/4/2013,87269
High,979,Delivery Truck,1/6/2012,87262
Low,979,Express Air,2/19/2013,87266
Medium,980,Regular Air,8/5/2010,87258
Critical,981,Delivery Truck,11/14/2011,87261
Critical,981,Express Air,11/14/2011,87261
High,981,Regular Air,11/20/2013,87271
Low,983,Regular Air,4/27/2010,90201
High,983,Regular Air,3/15/2012,90207
High,983,Regular Air,3/15/2012,90207
High,983,Regular Air,5/2/2012,90208
Medium,983,Regular Air,10/18/2012,90209
Medium,983,Regular Air,12/17/2012,90211
Not Specified,984,Regular Air,4/8/2011,90204
Not Specified,984,Regular Air,4/8/2011,90204
High,984,Regular Air,10/31/2011,90205
Medium,984,Regular Air,10/18/2012,90209
Critical,984,Express Air,11/12/2012,90210
Critical,984,Regular Air,11/12/2012,90210
Not Specified,984,Regular Air,4/8/2013,90214
High,985,Regular Air,1/11/2013,90213
Medium,986,Regular Air,1/24/2012,90206
High,987,Delivery Truck,1/11/2013,90213
High,988,Regular Air,1/11/2011,90202
Low,989,Delivery Truck,1/3/2013,90212
Low,990,Regular Air,3/19/2011,90203
High,991,Delivery Truck,1/11/2013,90213
High,993,Regular Air,2/19/2010,89432
Medium,993,Regular Air,6/3/2013,89436
Medium,993,Regular Air,6/3/2013,89436
Critical,993,Regular Air,6/24/2013,89437
High,994,Delivery Truck,9/14/2010,89433
Low,995,Regular Air,4070,72.83
High,996,Regular Air,9/7/2012,89435
Low,997,Regular Air,1/24/2010,89431
Medium,998,Regular Air,10/21/2013,89438
High,999,Regular Air,9/14/2010,89433
High,1000,Regular Air,9/14/2010,89433
Critical,1002,Regular Air,5/25/2011,88434
Critical,1002,Regular Air,5/25/2011,88434
Critical,1002,Regular Air,5/25/2011,88434
Critical,1002,Regular Air,5/25/2011,88434
Low,1003,Delivery Truck,2/17/2013,88435
Low,1005,Regular Air,60089,12.18
High,1005,Regular Air,8/27/2010,90044
Critical,1006,Regular Air,1/26/2011,90045
Critical,1006,Regular Air,1/26/2011,90045
Not Specified,1006,Regular Air,3/8/2012,90046
Not Specified,1006,Regular Air,12/22/2013,90047
High,1008,Regular Air,5/25/2010,88371
High,1009,Delivery Truck,12/19/2010,88372
Not Specified,1009,Regular Air,1/23/2013,88375
Medium,1010,Regular Air,1/7/2011,88373
Low,1011,Regular Air,7/2/2013,88376
Not Specified,1012,Regular Air,8/17/2012,88374
Critical,1014,Regular Air,3/1/2010,88387
Critical,1014,Regular Air,3/1/2010,88387
Critical,1014,Express Air,3/1/2010,88387
Not Specified,1014,Regular Air,3/5/2010,88388
Low,1014,Regular Air,2/24/2011,88392
Critical,1014,Regular Air,5/3/2012,88395
High,1014,Regular Air,12/17/2012,88399
Medium,1015,Regular Air,9/18/2010,88390
Medium,1015,Regular Air,5/17/2012,88396
Medium,1015,Regular Air,5/17/2012,88396
Not Specified,1015,Express Air,5/27/2013,88400
Not Specified,1015,Delivery Truck,5/27/2013,88400
Low,1015,Regular Air,11/18/2013,88402
High,1016,Express Air,6/12/2010,88389
Critical,1016,Express Air,28806,172.19
Critical,1016,Regular Air,8/2/2011,88393
Critical,1016,Regular Air,8/2/2011,88393
Medium,1017,Regular Air,10/1/2012,88397
Medium,1017,Regular Air,10/1/2012,88397
High,1017,Regular Air,6/12/2013,88401
Medium,1018,Regular Air,10/8/2010,88391
Medium,1018,Regular Air,10/8/2010,88391
Not Specified,1018,Regular Air,3/8/2012,88394
Not Specified,1018,Regular Air,3/8/2012,88394
Medium,1018,Express Air,10/1/2012,88397
Low,1018,Regular Air,12/3/2012,88398
Low,1018,Regular Air,12/3/2012,88398
Critical,1020,Delivery Truck,3/7/2010,88632
Critical,1020,Regular Air,8/6/2010,88634
Critical,1020,Regular Air,8/6/2010,88634
Low,1020,Regular Air,66762,66.85
High,1020,Regular Air,11/5/2011,88636
High,1020,Regular Air,3/13/2013,88640
High,1020,Regular Air,7/3/2013,88641
Critical,1020,Express Air,9/21/2013,88642
High,1021,Regular Air,11/30/2012,88639
High,1022,Regular Air,10/29/2013,88643
Critical,1023,Regular Air,5/15/2010,88633
Critical,1023,Regular Air,5/15/2010,88633
Medium,1023,Regular Air,5/15/2012,88637
Critical,1023,Regular Air,10/20/2012,88638
Critical,1025,Delivery Truck,9/3/2011,89010
Medium,1025,Regular Air,2/15/2012,89011
Critical,1025,Regular Air,11/8/2012,89013
Critical,1025,Delivery Truck,11/8/2012,89013
Not Specified,1025,Delivery Truck,12/1/2013,89015
Not Specified,1025,Regular Air,12/1/2013,89015
Not Specified,1025,Regular Air,11720,649.96
Not Specified,1026,Regular Air,8/7/2010,89005
High,1026,Regular Air,11722,151.55
High,1026,Regular Air,11/29/2010,89008
Not Specified,1026,Regular Air,9/15/2012,89012
High,1027,Regular Air,3/12/2010,89004
High,1027,Regular Air,3/12/2010,89004
Medium,1027,Delivery Truck,12/28/2013,89016
Medium,1028,Express Air,9/29/2010,89006
Not Specified,1028,Express Air,11/8/2010,89007
Medium,1028,Regular Air,11725,62.81
Medium,1028,Regular Air,6/7/2011,89009
Low,1028,Regular Air,5/21/2013,89014
Low,1028,Regular Air,5/21/2013,89014
High,1030,Regular Air,4/20/2012,89622
High,1030,Regular Air,1/19/2013,89626
High,1030,Regular Air,1/19/2013,89626
High,1030,Delivery Truck,1/19/2013,89626
Critical,1031,Regular Air,1/2/2011,89620
Low,1031,Express Air,2/2/2011,89621
Low,1031,Regular Air,2/2/2011,89621
High,1031,Regular Air,5/8/2012,89623
Critical,1031,Regular Air,9/1/2012,89624
Not Specified,1031,Regular Air,2/13/2013,89628
Not Specified,1031,Regular Air,2/13/2013,89628
Critical,1032,Express Air,1/2/2011,89620
Critical,1032,Express Air,7/17/2013,89629
Not Specified,1033,Express Air,12/25/2012,89625
Not Specified,1033,Regular Air,12/25/2012,89625
Medium,1033,Express Air,1/31/2013,89627
Critical,1033,Regular Air,7/17/2013,89629
Critical,1033,Regular Air,7/17/2013,89629
Low,1033,Regular Air,10/13/2013,89630
Low,1033,Regular Air,10/13/2013,89630
Critical,1035,Regular Air,3/13/2010,90710
Low,1035,Regular Air,7/27/2011,90711
Low,1035,Delivery Truck,7/27/2011,90711
Critical,1035,Regular Air,8/16/2012,90713
Critical,1036,Regular Air,3/13/2010,90710
Critical,1036,Regular Air,3/24/2012,90712
Critical,1036,Regular Air,3/24/2012,90712
Critical,1038,Regular Air,33430,39.36
Medium,1038,Regular Air,6/21/2011,90642
Medium,1038,Regular Air,6/21/2011,90642
Medium,1038,Regular Air,6/21/2011,90642
Critical,1038,Delivery Truck,3/5/2013,90644
Critical,1038,Regular Air,3/5/2013,90644
Low,1039,Delivery Truck,2/2/2012,90643
Low,1039,Regular Air,4/7/2013,90645
Critical,1041,Regular Air,4/17/2010,87846
Critical,1041,Regular Air,4/17/2010,87846
Medium,1041,Regular Air,2/6/2012,87849
Critical,1041,Regular Air,10/30/2013,87852
Critical,1042,Express Air,5/16/2010,87847
Medium,1042,Delivery Truck,12/2/2011,87848
High,1043,Regular Air,10/21/2012,87850
Low,1043,Delivery Truck,9/6/2013,87851
Critical,1044,Regular Air,6/14/2010,28001
Critical,1044,Regular Air,6/14/2010,28001
High,1044,Regular Air,8/27/2010,47813
Critical,1044,Regular Air,9/8/2011,35777
Low,1044,Express Air,3/20/2012,31303
Low,1044,Regular Air,3/26/2013,6950
Critical,1045,Regular Air,9/8/2011,89390
Low,1046,Express Air,3/20/2012,89391
High,1047,Regular Air,8/27/2010,89389
Critical,1048,Regular Air,6/14/2013,89393
Low,1049,Regular Air,3/26/2013,89392
Critical,1050,Regular Air,6/14/2013,89393
High,1052,Regular Air,2/17/2012,90072
Critical,1053,Delivery Truck,5/24/2011,90070
