Technology,Belkin 105-Key Black Keyboard,19.98,5
Furniture,Electrix Fluorescent Magnifier Lamps & Weighted Base,49.34,25
Office Supplies,Staples 6 Outlet Surge,11.97,4
Technology,Fellowes EZ Multi-Media Keyboard,34.98,13
Office Supplies,"Snap-A-Way� Black Print Carbonless Ruled Speed Letter, Triplicate",37.94,10
Office Supplies,Xerox 229,6.48,5
Technology,2160i,200.99,10
Office Supplies,Newell 327,2.21,6
Furniture,Bush Advantage Collection� Round Conference Table,212.6,6
Furniture,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",140.98,7
Office Supplies,"Binney & Smith Crayola� Metallic Colored Pencils, 8-Color Set",4.63,9
Office Supplies,Newell 321,3.28,6
Technology,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",29.89,10
Office Supplies,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�",6.98,3
Office Supplies,Array� Memo Cubes,5.18,5
Office Supplies,Fellowes Bases and Tops For Staxonsteel�/High-Stak� Systems,33.29,19
Technology,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,99.99,26
Office Supplies,Holmes Odor Grabber,14.42,6
Office Supplies,Acme� Preferred Stainless Steel Scissors,5.68,9
Technology,3285,205.99,18
Office Supplies,Fiskars� Softgrip Scissors,10.98,13
Office Supplies,Computer Printout Paper with Letter-Trim Perforations,18.97,13
Technology,Phone 918,205.99,17
Furniture,Hon Rectangular Conference Tables,227.55,6
Office Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",30.98,12
Technology,3390,65.99,6
Office Supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,11.66,11
Technology,"Sony MFD2HD Formatted Diskettes, 10/Pack",6.48,6
Furniture,Hon 4060 Series Tables,111.96,5
Technology,Logitech Access Keyboard,15.98,11
Furniture,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,105.29,8
Office Supplies,Newell 337,3.28,12
Office Supplies,Belkin 8 Outlet Surge Protector,40.98,18
Office Supplies,Xerox 1949,4.98,24
Office Supplies,Prang Colored Pencils,2.94,23
Technology,"Imation Neon Mac Format Diskettes, 10/Pack",8.12,18
Technology,Imation DVD-RAM discs,35.41,11
Technology,Canon imageCLASS 2200 Advanced Copier,3499.99,2
Furniture,Hon 4070 Series Pagoda� Round Back Stacking Chairs,320.98,3
Office Supplies,Newell 337,3.28,3
Technology,Accessory29,20.99,13
Furniture,"Global Push Button Manager's Chair, Indigo",60.89,14
Office Supplies,Cardinal Holdit Business Card Pockets,4.98,18
Office Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",1.95,2
Office Supplies,Riverleaf Stik-Withit� Designer Note Cubes�,10.06,6
Technology,TI 36X Solar Scientific Calculator,23.99,15
Technology,Accessory21,20.99,21
Office Supplies,Avanti 1.7 Cu. Ft. Refrigerator,100.98,19
Technology,Phone 918,205.99,19
Furniture,Hon Comfortask� Task/Swivel Chairs,113.98,2
Furniture,"Sauder Camden County Collection Libraries, Planked Cherry Finish",114.98,17
Office Supplies,Zebra Zazzle Fluorescent Highlighters,6.08,7
Office Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,40.97,9
Furniture,"Dana Fluorescent Magnifying Lamp, White, 36\"\"",50.98,6
Office Supplies,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9,13
Office Supplies,Cardinal Poly Pocket Divider Pockets for Ring Binders,3.36,21
Office Supplies,Bagged Rubber Bands,1.26,4
Office Supplies,Avery Binder Labels,3.89,25
Office Supplies,"Wilson Jones Hanging View Binder, White, 1\"\"",7.1,9
Furniture,"\"Seth Thomas 13 1/2\"\" Wall Clock\"",17.78,10
Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,4.24,12
Furniture,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,550.98,19
Office Supplies,Heavy-Duty E-Z-D� Binders,10.91,5
Office Supplies,Brown Kraft Recycled Envelopes,16.98,14
Office Supplies,Newell 310,1.76,22
Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,24.98,23
Office Supplies,Staples Colored Interoffice Envelopes,30.98,8
Office Supplies,Park Ridge� Embossed Executive Business Envelopes,15.57,2
Office Supplies,Xerox 1927,4.28,9
Technology,Accessory41,35.99,2
Office Supplies,Avery 494,2.61,7
Office Supplies,Euro Pro Shark Stick Mini Vacuum,60.98,8
Furniture,Global Ergonomic Managers Chair,180.98,7
Furniture,Hon Multipurpose Stacking Arm Chairs,216.6,17
Office Supplies,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,39.48,4
Office Supplies,Letter Size Cart,142.86,9
Technology,"\"3.5\"\" IBM Formatted Diskettes",6.6,-52.5412
Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,39.98,22
Office Supplies,Staples 4 Outlet Surge Protector,8.67,23
Office Supplies,Staples� General Use 3-Ring Binders,1.88,10
Office Supplies,Boston 1730 StandUp Electric Pencil Sharpener,21.38,17
Office Supplies,Cardinal Holdit Business Card Pockets,4.98,14
Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",500.98,6
Office Supplies,Fiskars� Softgrip Scissors,10.98,21
Furniture,Coloredge Poster Frame,14.2,18
Office Supplies,Xerox 1985,6.48,12
Office Supplies,*Staples* Packaging Labels,2.89,3
Furniture,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",41.32,9
Office Supplies,"\"Recycled Desk Saver Line \"\"While You Were Out\"\" Book",8.95,18.9543
Office Supplies,Xerox 1936,19.98,23
Furniture,"Deflect-o SuperTray� Unbreakable Stackable Tray, Letter, Black",29.18,10
Office Supplies,"\"Carina 42\"\"Hx23 3/4\"\"W Media Storage Unit\"",80.98,8
Office Supplies,Xerox 224,6.48,20
Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",349.45,12
Technology,V 3600 Series,65.99,3
Furniture,Aluminum Document Frame,12.22,3
Office Supplies,Xerox 1940,54.96,8
Furniture,"Global High-Back Leather Tilter, Burgundy",122.99,23
Office Supplies,Xerox 1923,6.68,16
Technology,Belkin ErgoBoard� Keyboard,30.98,4
Furniture,Coloredge Poster Frame,14.2,2
Office Supplies,Storex Dura Pro� Binders,5.94,12
Office Supplies,Xerox 231,6.48,18
Office Supplies,Catalog Binders with Expanding Posts,67.28,11
Office Supplies,Staples Paper Clips,2.47,16
Furniture,O'Sullivan 4-Shelf Bookcase in Odessa Pine,120.98,14
Office Supplies,"Angle-D Binders with Locking Rings, Label Holders",7.3,16
Technology,Hewlett-Packard 4.7GB DVD+R Discs,8.5,5
Office Supplies,"\"It's Hot Message Books with Stickers, 2 3/4\"\" x 5\"\"\"",7.4,2
Office Supplies,"Dixon Prang� Watercolor Pencils, 10-Color Set with Brush",4.26,1
Furniture,"Global Deluxe Stacking Chair, Gray",50.98,9
Furniture,"\"Howard Miller 13\"\" Diameter Goldtone Round Wall Clock\"",46.94,10
Office Supplies,Eldon Jumbo ProFile� Portable File Boxes Graphite/Black,15.31,11
Office Supplies,"Eureka Sanitaire � Multi-Pro Heavy-Duty Upright, Disposable Bags",4.37,18
Technology,CF 688,155.99,4
Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",8.04,10
Office Supplies,GBC Wire Binding Strips,31.74,5
Office Supplies,Park Ridge� Embossed Executive Business Envelopes,15.57,4
Furniture,"Hon Metal Bookcases, Black",70.98,14
Office Supplies,Xerox 1885,48.04,8
Office Supplies,Staples Standard Envelopes,5.68,5
Office Supplies,Xerox 1964,22.84,1
Technology,Canon PC1080F Personal Copier,599.99,11
Office Supplies,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",6.69,6
Technology,Fellowes EZ Multi-Media Keyboard,34.98,1
Office Supplies,Staples Brown Kraft Recycled Clasp Envelopes,5.58,7
Technology,TI 30X Scientific Calculator,11.99,17
Office Supplies,Sterilite Officeware Hinged File Box,10.48,7
Technology,Sharp AL-1530CS Digital Copier,499.99,21
Furniture,Bretford CR8500 Series Meeting Room Furniture,2.88,2
Furniture,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,16.98,4
Furniture,Eldon Expressions Mahogany Wood Desk Collection,113.64,11
Technology,Canon MP100DHII Printing Calculator,140.99,43
Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,5.84,11
Furniture,"Global Stack Chair without Arms, Black",25.98,41
Furniture,Electrix Fluorescent Magnifier Lamps & Weighted Base,49.34,7
Furniture,Coloredge Poster Frame,10.06,6
Furniture,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",140.98,7
Furniture,"\"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36\"\" x 48\"\"\"",172.99,1
Technology,"\"3.5\"\" IBM Formatted Diskettes",6.6,-41.6572
Furniture,Staples Plastic Wall Frames,48.04,17
Furniture,Bevis Steel Folding Chairs,208.16,22
Furniture,"Global Deluxe Stacking Chair, Gray",24.98,1
Furniture,"Dana Fluorescent Magnifying Lamp, White, 36\"\"",3.36,4
Furniture,Tensor Computer Mounted Lamp,3.28,6
Technology,"80 Minute CD-R Spindle, 100/Pack - Staples",39.48,10
Furniture,"\"Executive Impressions 12\"\" Wall Clock\"",17.67,12
Furniture,Global Adaptabilities� Conference Tables,1.88,18
Technology,"Memorex 4.7GB DVD+RW, 3/Pack",28.48,13
Furniture,Bush Mission Pointe Library,4.98,7
Technology,2160i,200.99,6
Furniture,Hon 4060 Series Tables,60.98,14
Furniture,SAFCO Optional Arm Kit for Workspace� Cribbage Stacking Chair,26.64,12
Furniture,DAX Solid Wood Frames,3.08,5
Furniture,"O'Sullivan Elevations Bookcase, Cherry Finish",130.98,18
Furniture,"Eldon Regeneration Recycled Desk Accessories, Smoke",1.74,7
Furniture,Tenex B1-RE Series Chair Mats for Low Pile Carpets,1.68,8
Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,39.06,5
Furniture,"Hon Metal Bookcases, Putty",6.48,33
Technology,"\"Imation 3.5\"\" DS/HD IBM Formatted Diskettes",5.98,-132.1096
Furniture,"\"Executive Impressions 14\"\" Two-Color Numerals Wall Clock\"",6.48,3
Furniture,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",26.38,7
Furniture,"Metal Folding Chairs, Beige, 4/Carton",1.81,11
Technology,232,125.99,6
Furniture,Global Enterprise� Series Seating Low-Back Swivel/Tilt Chairs,3.29,40
Technology,"Imation 3.5\"",8.46,1/4/2013
Furniture,Hon 4700 Series Mobuis� Mid-Back Task Chairs with Adjustable Arms,20.98,8
Furniture,Telescoping Adjustable Floor Lamp,279.48,13
Furniture,"\"Iceberg OfficeWorks 42\"\" Round Tables\"",4.91,13
Office Supplies,Avery 506,4.13,10
Technology,Accessory29,20.99,13
Office Supplies,"Tennsco Lockers, Sand",20.98,15
Office Supplies,"\"Acco Recycled 2\"\" Capacity Laser Printer Hanging Data Binders\"",14.45,20
Furniture,Document Clip Frames,8.34,24
Office Supplies,Newell 337,3.28,19
Office Supplies,OIC Thumb-Tacks,1.14,38
Office Supplies,Xerox 210,6.48,25
Office Supplies,Xerox 221,6.48,44
Office Supplies,"Tennsco Lockers, Sand",20.98,43
Technology,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,80.97,35
Office Supplies,Xerox 214,6.48,52
Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,55
Furniture,"\"Seth Thomas 12\"\" Clock w/ Goldtone Case\"",22.98,162
Technology,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",47.98,46
Technology,Accessory21,20.99,32
Technology,StarTAC 6500,125.99,10
Technology,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,80.97,9
Office Supplies,Xerox 214,6.48,13
Office Supplies,OIC Thumb-Tacks,1.14,10
Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,14
Office Supplies,Xerox 210,6.48,7
Furniture,"\"Seth Thomas 12\"\" Clock w/ Goldtone Case\"",22.98,41
Furniture,Document Clip Frames,8.34,6
Office Supplies,Newell 337,3.28,5
Technology,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",47.98,11
Office Supplies,Xerox 221,6.48,11
Office Supplies,"Tennsco Lockers, Sand",20.98,11
Technology,Accessory21,20.99,8
Technology,StarTAC 6500,125.99,3
Office Supplies,"Tenex Personal Project File with Scoop Front Design, Black",13.48,11
Technology,Lexmark Z55se Color Inkjet Printer,90.97,6
Office Supplies,Tennsco Commercial Shelving,20.34,5
Office Supplies,Round Specialty Laser Printer Labels,12.53,47
Office Supplies,Array� Memo Cubes,5.18,44
Office Supplies,Staples Bulk Pack Metal Binder Clips,6.08,84
Office Supplies,"Tenex Personal Project File with Scoop Front Design, Black",13.48,44
Technology,Lexmark Z55se Color Inkjet Printer,90.97,2
Office Supplies,Tennsco Commercial Shelving,20.34,1
Office Supplies,Round Specialty Laser Printer Labels,12.53,12
Office Supplies,Array� Memo Cubes,5.18,11
Office Supplies,Staples Bulk Pack Metal Binder Clips,6.08,21
Technology,Epson LQ-570e Dot Matrix Printer,270.97,11
Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,39.98,11
Office Supplies,OIC Thumb-Tacks,1.14,19
Office Supplies,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1\"\"",7.45,6
Office Supplies,Avery 508,4.91,10
Office Supplies,Avery Hanging File Binders,5.98,18
Office Supplies,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",370.98,10
Office Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",1.95,6
Technology,Accessory41,35.99,5
Office Supplies,12 Colored Short Pencils,2.6,12
Office Supplies,Xerox 1949,4.98,7
Office Supplies,Xerox 1971,4.28,3
Technology,Accessory9,35.99,11
Technology,"\"3.5\"\" IBM Formatted Diskettes",6.6,30.114
Technology,300 Series Non-Flip,155.99,8
Technology,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",8.33,4
Office Supplies,Hunt Boston� Vacuum Mount KS Pencil Sharpener,34.99,5
Office Supplies,Xerox 1954,5.28,15
Furniture,Global Deluxe Office Fabric Chairs,95.98,7
Office Supplies,"\"Rediform Wirebound \"\"Phone Memo\"\" Message Book",7.64,-21.018
Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,10
Office Supplies,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",59.76,8
Office Supplies,Xerox 1885,48.04,8
Office Supplies,Catalog Binders with Expanding Posts,67.28,19
Office Supplies,Economy Binders,2.08,8
Technology,"Micro Innovations Micro 3000 Keyboard, Black",26.31,8
Furniture,Regeneration Desk Collection,1.76,5
Furniture,Nu-Dell Leatherette Frames,14.34,37
Furniture,Balt Split Level Computer Training Table,138.75,22
Technology,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",22.24,25
Office Supplies,Staples Copy Paper (20Lb. and 84 Bright),4.98,6
Office Supplies,Col-Erase� Pencils with Erasers,6.08,26
Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,90.98,10
Office Supplies,"\"Avery Trapezoid Ring Binder, 3\"\" Capacity",40.98,4/17/2012
Office Supplies,Eldon Shelf Savers� Cubes and Bins,6.98,8
Office Supplies,Avery Binder Labels,3.89,11
Office Supplies,Avery 474,2.88,11
Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,1
Office Supplies,"Eureka Hand Vacuum, Bagless",49.43,4
Office Supplies,Avery Legal 4-Ring Binder,20.98,17
Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",23.99,7
Office Supplies,Fellowes Super Stor/Drawer� Files,161.55,3
Office Supplies,Xerox 1908,55.98,5
Furniture,Hon 5100 Series Wood Tables,290.98,5
Office Supplies,Steel Personal Filing/Posting Tote,35.51,2
Furniture,O'Sullivan 3-Shelf Heavy-Duty Bookcases,58.14,39
Office Supplies,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,35.89,21
Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",100.98,9
Office Supplies,Xerox 1984,6.48,7
Office Supplies,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,20
Office Supplies,Acme� Elite Stainless Steel Scissors,8.34,6
Office Supplies,Kensington 6 Outlet SmartSocket Surge Protector,40.98,12
Technology,Lexmark 4227 Plus Dot Matrix Printer,2036.48,1
Technology,2190,65.99,16
Technology,Logitech Access Keyboard,15.98,9
Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",8.04,9
Office Supplies,Round Ring Binders,2.08,20
Technology,Epson DFX-8500 Dot Matrix Printer,2550.14,1
Technology,5180,65.99,14
Office Supplies,Ibico EB-19 Dual Function Manual Binding System,172.99,13
Office Supplies,Rediform S.O.S. Phone Message Books,4.98,13
Technology,8860,65.99,5
Technology,AT&T 1430 2.4GHz Analog Phone w/Caller ID,40.99,17
Office Supplies,Economy Rollaway Files,165.2,13
Technology,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",17.48,12
Office Supplies,Advantus Push Pins,2.18,7
Office Supplies,GBC DocuBind 200 Manual Binding Machine,420.98,1
Technology,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,39.99,10
Office Supplies,Xerox 1963,5.28,15
Office Supplies,Newell 342,3.28,11
Furniture,"\"Rush Hierlooms Collection 1\"\" Thick Stackable Bookcases\"",170.98,10
Furniture,DAX Cubicle Frames - 8x10,5.77,10
Office Supplies,Xerox 1893,40.99,4
Technology,6120,65.99,1
Technology,"Imation 3.5 IBM Formatted Diskettes, 10/Box",8.32,22
Furniture,Anderson Hickey Conga Table Tops & Accessories,15.23,4
Office Supplies,"Adams Telephone Message Books, 5 1/4� x 11�",6.04,1
Office Supplies,Xerox 1983,5.98,17
Office Supplies,"\"Wirebound Message Books, Four 2 3/4\"\" x 5\"\" Forms per Page",9.27,12.97
Technology,StarTAC 7760,65.99,3
Technology,T65,195.99,3
Furniture,"\"Executive Impressions 13-1/2\"\" Indoor/Outdoor Wall Clock\"",18.7,11
Office Supplies,Newell 323,1.68,21
Technology,Belkin MediaBoard 104- Keyboard,27.48,15
Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",100.98,4
Furniture,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",71.37,10
Office Supplies,"Sanford Colorific Colored Pencils, 12/Box",2.88,23
Office Supplies,"\"Eureka Recycled Copy Paper 8 1/2\"\" x 11\"\"",6.48,-33.6312
Furniture,Hon 2111 Invitation� Series Corner Table,209.37,17
Office Supplies,GBC Wire Binding Strips,31.74,3
Furniture,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,105.34,13
Furniture,Eldon Expressions Mahogany Wood Desk Collection,6.24,14
Office Supplies,Plymouth Boxed Rubber Bands by Plymouth,4.71,1
Furniture,Bretford CR8500 Series Meeting Room Furniture,400.98,5
Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,90.98,20
Furniture,Coloredge Poster Frame,14.2,5
Furniture,"\"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36\"\" x 48\"\"\"",60.65,9
Office Supplies,"\"Avery Trapezoid Ring Binder, 3\"\" Capacity",40.98,1/4/2010
Office Supplies,Xerox 1910,48.04,18
Office Supplies,Large Capacity Hanging Post Binders,24.95,34
Furniture,Eldon� Wave Desk Accessories,2.08,29
Office Supplies,Boston 1799 Powerhouse� Electric Pencil Sharpener,25.98,34
Technology,Epson DFX5000+ Dot Matrix Printer,1500.97,5
Office Supplies,Newell 320,4.28,5
Technology,LX 677,110.99,38
Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,39.98,92
Office Supplies,"\"Rediform Wirebound \"\"Phone Memo\"\" Message Book",7.64,-56.51
Technology,Accessory21,20.99,151
Office Supplies,"\"Avery Trapezoid Ring Binder, 3\"\" Capacity",40.98,1/4/2010
Technology,Epson DFX5000+ Dot Matrix Printer,1500.97,1
Office Supplies,Xerox 1910,48.04,5
Office Supplies,Newell 320,4.28,1
Technology,Accessory21,20.99,38
Office Supplies,Large Capacity Hanging Post Binders,24.95,9
Technology,LX 677,110.99,11
Furniture,Eldon� Wave Desk Accessories,2.08,7
Office Supplies,Boston 1799 Powerhouse� Electric Pencil Sharpener,25.98,9
Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,39.98,23
Office Supplies,"\"Rediform Wirebound \"\"Phone Memo\"\" Message Book",7.64,-56.51
Technology,"\"Imation Primaris 3.5\"\" 2HD Unformatted Diskettes",4.77,-25.31
Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,7.31,4
Office Supplies,Turquoise Lead Holder with Pocket Clip,6.7,5
Technology,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",55.94,10
Technology,Accessory29,20.99,1
Office Supplies,"\"Geographics Note Cards, Blank, White, 8 1/2\"\" x 11\"\"\"",11.19,10
Office Supplies,Staples Bulldog Clip,3.78,17
Technology,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,99.99,1
Office Supplies,"\"Avery Trapezoid Extra Heavy Duty 4\"\" Binders\"",41.94,7
Office Supplies,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",4.73,11
Office Supplies,Xerox 224,6.48,23
Office Supplies,Boston 16701 Slimline Battery Pencil Sharpener,15.94,11
Furniture,"\"Executive Impressions 12\"\" Wall Clock\"",17.67,2
Office Supplies,Staples 4 Outlet Surge Protector,8.67,14
Technology,U.S. Robotics 56K Internet Call Modem,99.99,1
Technology,Panasonic KX-P1150 Dot Matrix Printer,145.45,8
Technology,Accessory8,85.99,2
Office Supplies,Newell 343,2.94,1
Furniture,Bretford Rectangular Conference Table Tops,376.13,1
Furniture,Bevis 36 x 72 Conference Tables,124.49,1
Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",200.98,1
Furniture,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,180.98,4
Office Supplies,Xerox 1937,48.04,10
Furniture,Bretford CR8500 Series Meeting Room Furniture,400.98,7
Office Supplies,Newell 343,2.94,2
Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",200.98,4
Furniture,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,180.98,15
Office Supplies,Xerox 1937,48.04,41
Furniture,Bretford CR8500 Series Meeting Room Furniture,400.98,27
Furniture,Bretford Rectangular Conference Table Tops,376.13,4
Furniture,Bevis 36 x 72 Conference Tables,124.49,4
Office Supplies,"Quartet Alpha� White Chalk, 12/Pack",2.21,10
Office Supplies,"\"Wirebound Service Call Books, 5 1/2\"\" x 4\"\"\"",9.68,12
Technology,5180,65.99,6
Office Supplies,Deluxe Rollaway Locking File with Drawer,415.88,2
Office Supplies,"Post-it� �Important Message� Note Pad, Neon Colors, 50 Sheets/Pad",7.28,13
Furniture,36X48 HARDFLOOR CHAIRMAT,20.98,17
Furniture,"\"Rush Hierlooms Collection 1\"\" Thick Stackable Bookcases\"",170.98,8
Office Supplies,Xerox 1922,4.98,10
Office Supplies,Acme� Box Cutter Scissors,10.23,6
Technology,Accessory21,20.99,12
Technology,Canon PC1080F Personal Copier,599.99,22
Furniture,Global Commerce� Series High-Back Swivel/Tilt Chairs,284.98,2
Furniture,"\"Tensor \"\"Hersey Kiss\"\" Styled Floor Lamp\"",12.99,1
Technology,1726 Digital Answering Machine,20.99,1
Office Supplies,#10 Self-Seal White Envelopes,11.09,8
Technology,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,120.97,8
Office Supplies,#10 Self-Seal White Envelopes,11.09,22
Furniture,Staples Plastic Wall Frames,7.96,9
Furniture,9-3/4 Diameter Round Wall Clock,13.79,20
Office Supplies,"Conquest� 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",56.96,23
Technology,Keytronic French Keyboard,73.98,19
Furniture,"\"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39\"\" x 49\"\"\"",107.53,5
Office Supplies,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,2.22,3
Office Supplies,Xerox 1961,4.98,8
Office Supplies,Kensington 7 Outlet MasterPiece� HOMEOFFICE Power Control Center,131.12,3
Furniture,Coloredge Poster Frame,14.2,11
Furniture,Bretford Rectangular Conference Table Tops,376.13,4
Office Supplies,Newell 323,1.68,5
Office Supplies,"Companion Letter/Legal File, Black",37.76,12
Office Supplies,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,10
Office Supplies,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,60.97,8
Office Supplies,"ACCOHIDE� 3-Ring Binder, Blue, 1\"\"",4.13,39
Technology,Gyration Ultra Professional Cordless Optical Suite,300.97,10
Technology,Hewlett Packard LaserJet 3310 Copier,599.99,14
Technology,M3682,125.99,2
Technology,V70,205.99,15
Furniture,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",20.24,8
Office Supplies,Iceberg Mobile Mega Data/Printer Cart �,120.33,17
Office Supplies,"Hunt BOSTON� Vista� Battery-Operated Pencil Sharpener, Black",11.66,5
Office Supplies,"\"Acme� 8\"\" Straight Scissors\"",12.98,5
Technology,KF 788,45.99,11
Office Supplies,Tennsco Regal Shelving Units,101.41,3
Furniture,SAFCO Folding Chair Trolley,128.24,39
Office Supplies,Avery 51,6.3,24
Office Supplies,Hoover� Commercial Lightweight Upright Vacuum,3.48,6
Technology,"Memorex 4.7GB DVD-RAM, 3/Pack",31.78,13
Office Supplies,Tuff Stuff� Recycled Round Ring Binders,4.82,5
Technology,Panasonic KX-P3626 Dot Matrix Printer,517.48,13
Office Supplies,Letter Size Cart,142.86,4
Furniture,Hon GuestStacker Chair,226.67,7
Technology,Talkabout T8367,65.99,12
Furniture,"Global High-Back Leather Tilter, Burgundy",122.99,1
Office Supplies,Xerox 1971,4.28,9
Office Supplies,Avery Hanging File Binders,5.98,8
Furniture,"\"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36\"\" x 48\"\"\"",60.65,13
Furniture,"Electrix Incandescent Magnifying Lamp, Black",36.65,18
Furniture,Bretford CR8500 Series Meeting Room Furniture,400.98,2
Office Supplies,"\"Rediform Wirebound \"\"Phone Memo\"\" Message Book",7.64,4.032
Office Supplies,Computer Printout Index Tabs,1.68,22
Office Supplies,Fellowes Command Center 5-outlet power strip,67.84,1
Furniture,"\"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36\"\" x 48\"\"\"",60.65,9
Technology,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",45.19,3
Furniture,"\"Linden� 12\"\" Wall Clock With Oak Frame\"",33.98,12
Technology,"Imation 3.5 IBM Formatted Diskettes, 10/Box",8.32,12
Technology,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",45.19,4
Office Supplies,Xerox 1898,6.68,1
Technology,5165,175.99,12
Technology,Canon S750 Color Inkjet Printer,120.97,11
Office Supplies,"\"Staples Wirebound Steno Books, 6\"\" x 9\"\"",10.14,-3.88
Office Supplies,Xerox 1893,40.99,23
Office Supplies,Belkin 6 Outlet Metallic Surge Strip,10.89,8
Office Supplies,Xerox 21,6.48,5
Office Supplies,Wilson Jones DublLock� D-Ring Binders,6.75,11
Technology,3390,65.99,6
